Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,150212.382844,6657.240775,6299.920373,7014.316376
9,975773.087065,9223.455862,8575.713938,9870.787189
18,1682931.918046,10695.619833,9959.789290,11431.122612
35,2241081.703976,15617.458274,14743.928663,16490.988735
60,2206272.034671,27195.195813,26932.567203,27457.926487
