Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,161323.770257,6198.714538,6142.150726,7275.106504
9,1160839.964206,7753.006683,7656.823064,9582.237445
18,1933644.047393,9308.848764,9202.756465,11323.103792
35,2583576.213601,13547.113422,13412.919369,16096.102401
60,3110293.913205,19290.781410,19113.294157,22660.501631
