Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,62385.883569,16029.267244,15964.190896,17267.332399
9,542700.520262,16583.732029,16472.918266,18688.966770
18,893608.864346,20143.041008,20017.763046,22522.910009
35,1152210.194537,30376.401950,30200.035812,33728.664977
60,1271499.720503,47188.370577,46941.659883,51876.959322
