Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,62294.060420,16052.894823,16052.894823,0.000000
9,563343.463764,15976.044064,15976.044064,0.000000
18,959159.839760,18766.423753,18766.423753,0.000000
35,1237544.436387,28281.812734,28281.812734,0.000000
60,1326212.411299,45241.621545,45241.621545,0.000000
