Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,11070.760663,90328.029885,89985.210848,90670.177560
9,66925.796594,134477.293631,135585.123215,133368.439831
18,96036.825530,187428.102717,190182.189588,184674.060012
35,117172.518951,298704.852583,302921.963674,294487.982086
60,122902.556410,488191.635331,493842.607207,482542.370443
