Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,11152.383271,89666.932681,89609.732021,90751.877414
9,72126.673990,124780.466117,124848.765524,123486.630255
18,108215.824413,166334.268557,166544.032362,162330.564452
35,130765.176509,267655.356988,267974.233090,261603.057491
60,142766.515224,420266.614381,420773.249091,410638.598918
