Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,11139.084853,89773.981723,89773.981723,0.000000
9,76246.067245,118038.874990,118038.874990,0.000000
18,114264.040477,157529.874884,157529.874884,0.000000
35,135663.718444,257990.864480,257990.864480,0.000000
60,144713.061929,414613.575306,414613.575306,0.000000
