Thread Count,Throughput (ops/s),Avg Latency (ns/op),Avg Read Latency (ns/op),Avg Write Latency (ns/op)
1,79418.930447,12591.456399,12591.456399,0.000000
9,808233.957696,11135.389591,11135.389591,0.000000
18,1466903.723543,12270.743956,12270.743956,0.000000
35,2063279.712665,16963.284127,16963.284127,0.000000
60,2166673.772672,27692.216870,27692.216870,0.000000
